Category,Food Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g)
藻類,"熟紫菜",294.1501,62.3868,18.073,0.417,10.42,8.7032
藻類,"髮菜",302.2322,69.4918,10.274,0.5133,15.712,4.0089
藻類,"麒麟菜",41.1567,9.8869,0.95,0.013,87.509,1.6411
藻類,"乾麒麟菜",189.1532,46.6839,1.197,0.4719,6.243,45.4042
藻類,"礁膜",16.0285,3.7375,0.2575,0.0929,94.8291,1.083
藻類,"乾海茸芯",254.2605,59.078,8.425,0.213,15.133,17.151
藻類,"海帶平均值",19.0392,4.2218,0.7307,0.0788,94.131,0.8377
藻類,"海帶卷",14.0141,2.7531,0.716,0.1674,95.5275,0.836
藻類,"海帶茸",28.6693,6.5435,1.052,0.047,90.972,1.3855
藻類,"海帶梗",13.6788,3.2414,0.364,0.01,95.88,0.5046
藻類,"海帶結",16.7364,3.5752,0.7795,0.0897,94.7058,0.8498
藻類,"海帶絲",22.0973,4.9958,0.742,0.08,93.5696,0.6126
藻類,"乾海帶",219.9825,47.2883,10.0465,1.1035,15.542,26.0197
藻類,"裙帶菜",58.2528,11.6025,4.963,0,58.74,24.6945
藻類,"乾裙帶菜",224.9262,40.8099,22.917,0.684,9.454,26.1351
藻類,"乾裙帶菜根",201.3949,46.133,6.178,0.632,9.298,37.759
藻類,"鳳尾藻",212.6893,43.9353,11.684,1.2819,19.28,23.8188
藻類,"葛仙米藻",24.0828,5.2018,1.321,0.04,92.99,0.4472
藻類,"壽司海苔片",277.8906,32.1193,46.458,3.6924,8.609,9.1213
菇類,"木耳",37.9503,8.8431,0.856,0.1457,89.899,0.2562
菇類,"冷凍木耳",50.9147,12.37,0.86,0.05,86.5,0.22
菇類,"乾木耳平均值",333.231,74.7321,13.7708,0.6806,7.281,3.5356
菇類,"乾木耳(紅耳仔)",328.7587,79.8414,6.1495,0.1512,12.202,1.6559
菇類,"乾木耳(黑耳仔)",337.7033,69.6227,21.392,1.21,2.36,5.4153
菇類,"乾川耳",335.952,79.4172,8.954,0.3304,8.29,3.0084
菇類,"銀耳",30.7147,7.1507,1.079,0,91.06,0.7103
菇類,"白毛木耳",44.8771,10.585,1.166,0.0646,87.859,0.3254
菇類,"乾銀耳",310.0816,70.7877,9.2807,1.1582,13.4933,5.2801
菇類,"草菇",35.7491,5.8715,3.8025,0.345,88.93,1.051
菇類,"雞腿菇",35.8226,7.4606,2.121,0.1397,89.32,0.9587
菇類,"雞腿菇(乾)",297.5585,59.7591,20.138,1.4022,10.623,8.0777
菇類,"松茸",35.7479,5.8976,3.146,0.5382,89.819,0.5992
菇類,"雪白菇(長)",35.623,6.9113,2.105,0.3768,89.9545,0.6524
菇類,"柳松菇",35.767,5.9792,3.7043,0.3277,89.163,0.8258
菇類,"乾柳松菇",285.7564,53.4602,23.48,1.881,14.013,7.1658
菇類,"香菇平均值",38.5079,7.576,3.0243,0.124,88.6107,0.6651
菇類,"香菇(大)",37.1935,7.1392,3.0383,0.1661,89.0335,0.6229
菇類,"香菇(小)",25.8774,4.8798,2.4185,0.0609,92.1485,0.4923
菇類,"花菇",52.4527,10.709,3.616,0.145,84.65,0.88
菇類,"乾香菇平均值",320.9407,64.8799,20.9261,1.5631,8.1776,4.4534
菇類,"乾香菇",332.5605,66.6424,23.3118,1.3833,4.0258,4.6367
菇類,"乾花菇",316.7305,67.4435,17.0485,1.0793,10.3175,4.1112
菇類,"乾白花菇",309.8967,64.5477,18.714,1.0908,11.102,4.5455
菇類,"乾鈕釦菇",324.575,60.8858,24.63,2.6989,7.265,4.5203
菇類,"姬松茸",40.4188,6.8662,4.0275,0.369,87.8165,0.9208
菇類,"乾姬松茸",293.6293,46.7216,33.967,2.6788,10.295,6.3376
菇類,"酒杯菇",49.9389,8.9815,4.583,0.3469,85.342,0.7466
菇類,"秀珍菇",27.5205,4.634,3.3377,0.084,91.34,0.6043
菇類,"天喜菇",25.8722,2.5033,4.504,0.5148,91.64,0.8379
菇類,"白蠔菇",32.7085,6.3861,2.16,0.2561,90.515,0.6828
菇類,"玫瑰菇",34.904,5.6447,4.514,0.127,88.782,0.9323
菇類,"杏香菇",26.2176,4.5763,2.734,0.1442,92.029,0.5165
菇類,"杏鮑菇平均值",41.3127,8.3203,2.7185,0.208,88.1128,0.6403
菇類,"杏鮑菇(大)",36.8808,7.5401,2.4273,0.1332,89.3627,0.5367
菇類,"杏鮑菇(中)",40.3456,8.2155,2.4987,0.2101,88.3613,0.7144
菇類,"杏鮑菇(小)",46.7118,9.2054,3.2295,0.2807,86.6145,0.6699
菇類,"珊瑚菇",32.6677,5.2345,3.9995,0.212,89.6785,0.8755
菇類,"蠔菇",26.1775,4.7604,2.0533,0.2667,92.22,0.6996
菇類,"鮑魚菇",21.8883,4.0485,1.689,0.2,93.49,0.5725
菇類,"金針菇",37.3304,7.1794,2.5873,0.3049,89.0878,0.8406
菇類,"華翠菇",28.6648,5.1461,2.494,0.2462,91.456,0.6577
菇類,"滑菇",26.6925,4.6597,2.6285,0.1951,91.9165,0.6002
菇類,"舞菇",27.5913,5.8185,1.422,0.1402,92.172,0.4473
菇類,"鴻喜菇",29.5935,5.3102,2.9157,0.1487,90.831,0.7944
菇類,"雪白菇",30.9028,6.3909,2.154,0.04,90.59,0.8251
菇類,"洋菇",24.9732,3.8347,3.039,0.2456,92.0518,0.8289
菇類,"冷凍洋菇",38.7583,4.28,3.79,1.45,90.08,0.4
菇類,"白茯苓",315.7816,79.8968,0.99,0.19,18.79,0.1332
菇類,"猴頭菇",30.3773,5.8923,2.065,0.2374,91.025,0.7803
菇類,"乾猴頭菇",311.1703,64.3347,12.287,3.354,12.729,7.2953
菇類,"乾竹笙",312.116,64.0664,17.517,1.9549,10.3425,6.1192
菇類,"松茸白菇",37.8902,5.2719,5.073,0.4825,88.478,0.6946
菇類,"金喜菇",39.1662,7.6688,2.74,0.2484,88.473,0.8698
菇類,"喜來菇",37.0486,6.2506,3.539,0.4061,88.959,0.8453
菇類,"富珍茸",37.4175,6.7732,2.999,0.3757,89.095,0.7571
豆類,"白鳳豆平均值",336.6138,58.2035,23.768,2.061,12.693,3.2745
豆類,"白鳳豆(台灣)",347.9988,56.3637,27.393,2.813,10.518,2.9123
豆類,"白鳳豆(進口)",325.2288,60.0433,20.143,1.309,14.868,3.6367
豆類,"米豆",349.1321,62.2114,21.7395,2.4487,10.4885,3.1119
豆類,"花豆",328.4152,59.0416,21.2243,1.7285,14.7407,3.2649
豆類,"紅豆",327.9899,61.4714,20.922,0.6215,13.872,3.1131
豆類,"紅雲豆(大紅豆)",327.607,60.3886,20.186,1.4074,14.644,3.374
豆類,"青仁黑豆",384.7922,33.7442,36.9788,14.2338,10.64,4.4032
豆類,"黃仁黑豆",253.1516,40.3211,20.579,2.107,33.456,3.5369
豆類,"黑豆胚芽",185.0151,15.9186,16.079,7.698,57.99,2.3144
豆類,"烘烤黑豆",435.294,32.41,39.02,20.07,3.4,5.1
豆類,"黑豆粉",430.962,39,36,17.6,3,4.4
豆類,"毛綠豆",345.6951,63.5534,22.138,1.2203,9.9315,3.1568
豆類,"綠豆",344.4722,62.961,22.7713,1.0997,10.0747,3.0933
豆類,"綠豆仁",338.5752,59.6054,24.615,1.2625,11.3955,3.1216
豆類,"綠豆粉",344.2899,62.89,21.74,1.54,10.81,3.02
豆類,"豇豆(莢)",34.5072,6.1872,2.3514,0.1393,90.822,0.5001
豆類,"萊豆仁(帶膜)",112.3647,20.1034,7.8297,0.4032,70.088,1.5757
豆類,"萊豆仁(去膜)",137.4046,24.665,7.403,1.3536,64.834,1.7444
豆類,"粉豆莢",27.0053,5.0087,1.6605,0.1025,92.759,0.4693
豆類,"敏豆莢",29.7036,5.3117,1.746,0.2421,92.2197,0.4805
豆類,"冷凍菜豆(莢)",56.8299,10.8265,3.404,0.114,84.813,0.8425
豆類,"毛豆仁",129.3,12.4871,14.6025,3.3222,67.8885,1.6997
豆類,"毛豆莢(高雄13號)",136.8106,13.154,11.6,5.14,68.68,1.426
豆類,"冷凍毛豆仁",134.6591,9.8461,12.468,6.1316,69.758,1.7963
豆類,"黃豆",388.8861,32.9607,35.615,15.6693,11.305,4.45
豆類,"黃豆胚芽",169.2144,16.385,16.63,5.355,59.42,2.21
豆類,"黃豆粉",400.9291,32.23,37.36,16.74,9.35,4.32
豆類,"黃豆粉(有機)",434.3999,25.8722,41.96,21.9234,5.36,4.8844
豆類,"豆漿(無糖)",34.987,0.7335,3.637,1.945,93.32,0.3645
豆類,"豌豆仁",123.3651,21.7452,9.2025,0.35,67.815,0.8873
豆類,"豌豆莢",40.6139,7.1186,2.945,0.1699,89.2015,0.565
豆類,"高山大豌豆莢",48.5462,9.9072,2.37,0,87.164,0.5588
豆類,"甜豌豆莢",42.3477,7.4469,3.0444,0.1762,88.7846,0.5479
豆類,"冷凍豌豆仁",95.9772,17.1376,6.0905,0.6085,75.4148,0.7486
豆類,"鵲豆莢",31.2651,5.0891,2.4115,0.261,91.6464,0.592
豆類,"紅扁豆仁",342.7899,58.3282,25.26,2.1197,12.369,1.9231
豆類,"鷹嘴豆",363.965,61.014,19.359,5.79,10.999,2.838
豆類,"樹豆(白)",325.3997,59.4362,22.1,0.8133,14.38,3.2705
豆類,"翼豆",30.6793,4.6831,2.469,0.3646,91.75,0.7333
豆類,"天貝(黃豆)",187.1593,7.3728,23.561,9.0078,58.64,1.4184
肉類,"牛小排平均值",324.9894,0,15.1305,28.8672,57.671,0.7342
肉類,"去骨牛小排",289.8278,0,17.1365,24.0194,63.182,0.8554
肉類,"帶骨牛小排",360.1509,0.3875,13.1245,33.715,52.16,0.613
肉類,"無骨牛小排(美牛)",335.1406,0.1723,15.568,29.7855,53.72,0.7542
肉類,"牛肋條",225.2573,1.1166,18.638,16.15,63.29,0.8054
肉類,"牛肋條(2021年取樣)",358.0875,0.3317,15.733,32.2514,50.94,0.7439
肉類,"沙朗牛排",162.0033,1.5127,20.432,8.2881,68.7943,0.9729
肉類,"板腱 ",166.2639,0.1704,19.8345,9.0433,70.0175,0.9343
肉類,"牛去骨肩胛小排",233.4662,1.2152,16.906,17.88,63.12,0.8788
肉類,"牛前胸肉",330.5963,0,14.79,29.65,55.66,0.725
肉類,"牛修清前胸肉",120.4818,0.9302,22.28,2.81,72.9,1.0798
肉類,"去骨紐約克牛排",199.5807,0,21.33,12.029,69.38,0.9462
肉類,"腓力牛排",184.2284,0.1333,20.6265,10.66,67.505,1.0752
肉類,"牛後腿肉",121.9141,3.7037,19.439,4.3137,71.4775,1.0661
肉類,"牛後腿股肉",152.7283,0.7897,20.6,7.1803,70.42,1.01
肉類,"牛後腿腱子心",139.1623,0,19.8387,6.0367,73.8433,0.8007
肉類,"牛後腿腱子心(2022年取樣)",151.081,3.9516,23.713,5.524,65.8,1.0114
肉類,"牛肉火鍋片平均值",250.3303,0.0172,19.0555,18.7321,61.2763,0.919
肉類,"牛五花肉火鍋片",430.3055,0,15.747,40.2512,43.99,0.6202
肉類,"牛紐約客火鍋片",262.6682,0,20.128,19.5922,61.169,1.1254
肉類,"牛梅花肉火鍋片",119.9585,0.9048,20.3,3.6893,74.028,1.0779
肉類,"牛嫩肩里肌火鍋片",188.389,1.7868,20.047,11.3956,65.918,0.8526
肉類,"牛肚平均值",55.7672,0.1171,11.402,0.785,87.425,0.2709
肉類,"牛肚(瘤胃)",44.3055,0,7.482,1.37,90.9,0.2914
肉類,"牛肚切片(瘤胃)",67.2289,0.2776,15.322,0.2,83.95,0.2504
肉類,"牛肚(蜂巢胃)",106.655,0,18.9595,2.849,78.474,0.5806
肉類,"牛筋",157.3122,3.268,21.694,7.1706,67.284,0.5834
肉類,"山羊帶皮羊肉塊",164.3677,3.3944,20.258,8.6326,66.827,0.888
肉類,"山羊前腿肉片",122.521,0,21.3,3.5,75.3,1
肉類,"山羊後腿肉火鍋片",170.3569,0.074,18.883,9.9475,70.1845,0.911
肉類,"綿羊肉切片",197.536,0,18.8,13,67.8,0.9
肉類,"法式羊排",260.1895,0,18.76,19.965,60.635,0.7388
肉類,"去骨肩頸眼羊肉",198.0608,0,17.835,13.515,70.591,0.9661
肉類,"小羊腰脊肉",142.9707,0,26.477,3.3164,75.206,0.8759
肉類,"綿羊腹脅肉火鍋片",252.4413,2.5322,16.941,19.9671,59.684,0.8757
肉類,"豬下肩肉",200.0084,0,18.101,13.605,67.769,0.95
肉類,"豬下肩瘦肉",131.1941,0,20.0675,5.045,74.878,1.095
肉類,"豬上肩肉",206.9863,0,18.8845,14.0077,66.7045,1.1076
肉類,"豬肩胛肉",294.6727,0,16.5457,24.8362,60.0633,0.893
肉類,"豬肩胛排",191.4284,0,17.94,12.73,69.34,0.899
肉類,"豬肩胛排(2021年取樣)",244.3685,0,17.76,18.6844,62.964,0.9604
肉類,"豬前腿外腱肉",146.482,0,20.6695,6.4549,73.5805,1.1068
肉類,"豬後腿外腱肉",184.0185,0.7915,19.011,11.4015,67.84,0.956
肉類,"豬後腿肉",122.7674,0.4183,20.386,3.96,74.2,1.0357
肉類,"豬後腿瘦肉",120.4244,0.2628,21.0705,3.3762,74.155,1.1355
肉類,"豬大里肌",211.7235,0.0277,19.2457,14.3619,65.2737,1.091
肉類,"豬大排",214.151,0,19.1,14.7,65.8,1
肉類,"豬小排",287.4227,0,18.0063,23.341,57.7417,0.9253
肉類,"僧帽肌",208.6355,0,20.388,13.4788,67.298,1.0083
肉類,"豬小里肌",139.2907,0,21.1225,5.4432,72.786,1.1571
肉類,"豬去皮腹脇肉",359.9549,0.4556,14.9033,32.8512,50.975,0.8149
肉類,"豬帶皮腹脇肉",368.157,0,14.54,33.9325,51.907,0.7453
肉類,"豬腹脇排",266.8645,0,18.744,20.7126,63.597,1.121
肉類,"豬肝連",219.8831,0,14.583,17.4738,68.565,0.8247
肉類,"豬頰肉",182.1935,1.3775,17.52,11.905,68.3175,0.88
肉類,"豬頰肉(2022年取樣)",156.98,2.1227,18.944,8.4356,69.53,0.9677
肉類,"豬頸肉",283.7689,0.8429,17.237,23.3001,57.923,0.697
肉類,"豬絞肉平均值",211.6482,0,18.738,14.5939,67.2825,0.9566
肉類,"豬絞肉(70％瘦肉率)",217.8718,0,18.972,15.1731,65.382,0.991
肉類,"豬絞肉(90％瘦肉率)",205.4247,0,18.504,14.0147,69.183,0.9222
肉類,"豬心",128.0034,1.0301,13.5745,7.765,76.755,0.8754
肉類,"豬白管",92.5513,0,14.136,3.5688,84.238,0.3137
肉類,"豬皮",490.9051,0,22.119,43.9531,35.51,0.3006
肉類,"豬耳",218.9035,0.8706,24.163,12.8301,61.49,0.6463
肉類,"豬舌",185.0689,0,18.468,11.775,69.14,0.901
肉類,"豬血",29.387,0.5152,6.3017,0.2748,92.3693,0.539
肉類,"豬尾",294.8934,7.1377,16.188,25.03,51.14,0.5043
肉類,"豬肝",136.5323,1.6635,20.813,5.2839,70.725,1.5146
肉類,"豬肚",151.9585,0,12.446,10.955,76.255,0.4907
肉類,"熟豬肚",136.5491,2.7008,16.03,7.55,73.31,0.4092
肉類,"豬油渣",836.8553,0,17.388,84.5464,0.929,0.6706
肉類,"豬骨湯平均值",7.9266,0.0274,0.948,0.43,98.54,0.0546
肉類,"豬大骨湯",7.0102,0.4034,1.008,0.3,98.24,0.0486
肉類,"豬肋骨湯",8.7319,0,0.693,0.64,99.21,0.0133
肉類,"豬肩骨湯",8.0376,0.2352,1.143,0.35,98.17,0.1018
肉類,"豬軟骨",331.9995,0,15.648,29.3994,58.13,0.8956
肉類,"豬腎",81.5053,1.6766,15.0215,1.925,80.375,1.0019
肉類,"豬脾臟",78.8247,2.0056,15.038,1.62,80.14,1.1964
肉類,"豬大腸",198.2199,1.9137,6.592,18.855,72.16,0.4793
肉類,"豬小腸",155.9844,0.6162,12.4805,11.385,75.03,0.4883
肉類,"豬空腸",185.6239,8.6286,10.905,15.4168,64.2035,0.8461
肉類,"豬前腳",252.0291,0,21.887,17.58,61.15,0.5213
肉類,"豬後腳",252.9301,0,19.542,18.79,61.89,0.7004
肉類,"豬蹄膀",330.989,0,17.1,28.6,54.5,0.8
肉類,"豬腳筋",71.5662,0,14.377,1.1282,86.083,0.1239
肉類,"豬腦",124.59,0,10.8,8.7,79.2,1.4
肉類,"土雞",196.0191,0,18.983,12.7452,69.36,0.8709
肉類,"肉雞",248.1543,0,16.121,19.88,65.02,0.864
肉類,"烏骨雞",212.2272,0.8945,17.863,15.0723,65.395,0.7752
肉類,"里肌肉平均值",109.0687,0,24.2488,0.6127,75.5293,1.1533
肉類,"里肌肉(土雞)",111.6391,0,24.845,0.6154,75.0985,1.1831
肉類,"里肌肉(肉雞)",106.4984,0,23.6525,0.61,75.96,1.1235
肉類,"帶骨去皮對切胸(肉雞)",103.766,0,22.4,0.9,77,1.1
肉類,"帶骨帶皮對切胸(肉雞)",218.6381,0,19.327,15.09,68.44,0.8842
肉類,"去皮清肉平均值",118.7989,0,23.335,2.124,74.1468,1.0993
肉類,"去皮清肉(土雞)",120.8252,0,23.356,2.3387,75.279,1.0733
肉類,"去皮清肉(肉雞)",116.7727,0.637,23.314,1.9093,73.0145,1.1252
肉類,"骨腿平均值",162.7523,0.1763,18.0477,9.4999,71.5594,0.7168
肉類,"骨腿(土雞)",129.6066,0,21.708,4.0924,74.836,0.7247
肉類,"骨腿(肉雞)",195.898,1.7137,14.3874,14.9073,68.2827,0.7089
肉類,"清腿平均值",157.4795,0,18.4827,8.7094,72.9164,0.8005
肉類,"清腿(土雞)",142.13,0,20.4,6.1,74.4,0.8
肉類,"清腿(肉雞)",172.8289,0,16.5654,11.3187,71.4327,0.801
肉類,"棒棒腿平均值",151.1916,0,18.9143,7.808,73.045,0.8211
肉類,"棒棒腿(土雞)",142.888,0,21,5.9,73.7,0.9
肉類,"棒棒腿(肉雞)",159.4951,0.3234,16.8285,9.7159,72.39,0.7422
肉類,"雞排平均值",183.2356,0,17.096,12.2213,71.005,0.8573
肉類,"雞排(土雞)",158.275,0,18.9,8.6,72.6,0.9
肉類,"雞排(肉雞)",208.1962,0,15.292,15.8425,69.41,0.8145
肉類,"雞排(肉雞)(2021年取樣)",251.1062,0,14.897,20.7867,64.239,0.7549
肉類,"去皮去骨雞腿(肉雞)",164.6535,0,19.804,8.8792,73.44,0.8814
肉類,"二節翅平均值",225.5691,0,18.0893,16.4444,66.1025,0.5481
肉類,"二節翅(土雞)",227.964,0,19.8,15.9,66.8,0.5
肉類,"二節翅(肉雞)",223.1743,0.6317,16.3785,16.9887,65.405,0.5961
肉類,"三節翅平均值",210.3016,0,18.3292,14.6382,67.7772,0.6233
肉類,"三節翅(土雞)",198.39,0,19,13,69.2,0.6
肉類,"三節翅(肉雞)",222.2132,0,17.6583,16.2763,66.3544,0.6466
肉類,"翅腿(肉雞)",209.6877,0.9968,17.759,14.84,65.81,0.5942
肉類,"雞絞肉",131.2671,0,27.44,1.563,71.314,1.1369
肉類,"雞心(肉雞)",189.6825,0.1004,13.2535,14.755,70.965,0.9261
肉類,"雞心(肉雞)(2021年取樣)",204.4271,1.2067,14.445,15.8256,67.75,0.7727
肉類,"雞尾椎",452.2672,0.0634,8.953,45.9022,44.7005,0.3809
肉類,"雞肝(肉雞)",111.3352,2.6984,18.786,3.45,73.86,1.2056
肉類,"雞胗(肉雞)",88.9813,0.2942,16.635,1.99,80.44,0.6408
肉類,"雞胸骨湯",8.8239,0.211,1.475,0.28,97.88,0.154
肉類,"雞睪丸",70.6519,0.2333,10.572,2.8281,85.229,1.1376
肉類,"雞腳(肉雞)",208.5494,1.2454,20.6625,13.3393,64.235,0.5178
肉類,"雞膝軟骨(肉雞)",107.0999,0.4959,20.404,2.2145,75.5,1.3856
肉類,"雞皮(肉雞)",441.7161,0,11.668,43.4472,46.182,0.5054
肉類,"太空鴨",319.2313,0,15.973,27.83,57.26,0.7111
肉類,"番鴨",228.7584,0,18.23,16.7313,65.53,0.96
肉類,"太空鴨(去皮)",101.8751,0,20.075,1.791,78.561,1.0464
肉類,"土番鴨",110.891,0,20.9,2.4,75.6,1.2
肉類,"櫻桃鴨胸肉片",226.5303,4.6863,16.701,17.2081,60.449,0.9556
肉類,"鴨腿",282.1871,3.3766,14.353,24.49,57.14,0.6404
肉類,"鴨血",28.79,0,6.006,0.3486,93.704,0.4077
肉類,"鴨胗",97.2723,0.3138,20.499,1.08,77.15,0.9572
肉類,"去骨鴨掌",113.4891,0,12.589,6.6224,81.441,4.2487
肉類,"鴨腸",93.6642,0,13.787,3.8574,82.832,0.3191
肉類,"鴨翅",170.289,0,22.751,8.1089,71.66,0.5103
肉類,"鴨頭",199.043,0,16.497,14.2573,72.76,0.5553
肉類,"鴨舌",187.1688,0,16.006,13.1733,69.42,3.9165
肉類,"鵝肉",187.48,2.4,15.6,13.4,66.8,1.8
肉類,"鵝胸肉",120.3312,0.2075,23.46,2.2347,72.991,1.1068
肉類,"鵝腿肉",130.4105,0,21.692,4.1891,75.581,0.9981
肉類,"鵝心",241.374,0,14.512,19.89,64.684,1.0389
肉類,"鵝肝",122.993,0.6418,20.487,3.9372,73.473,1.461
肉類,"鵝胗",95.2911,2.8204,17.359,2.3468,76.571,0.9028
肉類,"鵝腸",62.9221,0.7315,9.2195,2.6114,86.9615,0.4761
肉類,"火雞肉",140.609,0,21.1,5.6,72.3,1.4
肉類,"鴕鳥菲力肉排",105.059,0.7987,22.8285,0.8405,74.4135,1.1188
肉類,"鴕鳥沙朗肉排",96.6667,6.0579,20.899,0.8235,70.921,1.2986
肉類,"鴕腱肉",107.4703,0.2231,18.714,3.0556,77.017,0.9903
肉類,"鴕腩肉",143.5977,0.6619,21.166,5.9001,71.32,0.952
肉類,"山豬肉片",465.5617,0,11.881,45.99,42.61,0.6005
肉類,"虎皮蛙",93.705,0.6,21.1,0.4,76.8,1.1
肉類,"蛇肉",84.738,0,19,0.4,79.5,1.1
魚貝類,"雙髻鯊",117.3257,0,27.35,0.06,73.633,1.4
魚貝類,"雙髻鯊腹肉",110.166,0,25.8,0,77.6,1.2
魚貝類,"鯊魚切片",105.9827,0,24.7865,0.016,74.953,1.2252
魚貝類,"魟魚",106.3566,0,24.76,0.07,76.2,1.2816
魚貝類,"日本鰻鱺魚片(生)",253.6951,0,18.091,19.5617,65.245,1.1356
魚貝類,"灰海鰻",96.555,0,20.5,1,77.7,1.6
魚貝類,"魩仔魚",55.617,0,11.0715,0.9248,85.9625,2.1855
魚貝類,"魩仔魚平均值(加工)",123.8314,0.9992,26.213,1.3195,64.622,6.8463
魚貝類,"魩仔魚(加工,大)",96.9106,1.0598,20.672,0.958,74.205,3.1052
魚貝類,"魩仔魚(加工,小)",150.7522,0.9386,31.754,1.681,55.039,10.5874
魚貝類,"魩仔魚(加工)",105.2438,0,23.03,0.7656,71.47,5.3583
魚貝類,"灰海荷蝹",101.4841,0,20.986,1.3164,73.686,4.2114
魚貝類,"日本銀帶鯡(加工)",111.2389,1.1599,21.54,2.1356,70.424,4.7405
魚貝類,"日本銀帶鯡魚干(丁香魚脯)",274.7603,1.7404,51.766,5.9556,30.085,10.453
魚貝類,"虱目魚平均值(去皮)",178.8512,0.1554,21.84,9.4894,67.3948,1.1204
魚貝類,"虱目魚(2月)",179.895,1.3422,19.787,10.577,67.25,1.0438
魚貝類,"虱目魚(5月)",189.4054,0,22.329,10.428,66.631,1.1248
魚貝類,"虱目魚(8月)",124.3504,0.4842,23.731,2.552,72.053,1.1798
魚貝類,"虱目魚(9月)",208.2709,0,21.99,12.68,64.89,1.0591
魚貝類,"虱目魚(12月)",192.3342,0.0824,21.363,11.21,66.15,1.1946
魚貝類,"虱目魚(含皮)",200.424,0,21.8,11.9,66,1.2
魚貝類,"虱目魚(2022年取樣)",242.5397,1.4442,20.073,17.3867,60.13,0.9661
魚貝類,"虱目魚腹肉(虱目魚肚)",341.8283,0,17.431,29.645,56.33,0.8602
魚貝類,"草魚切片",166.4064,2.0674,21.381,8.327,67.244,0.9806
魚貝類,"草魚(含皮)",91.484,0.8,17.2,2,78.8,1.2
魚貝類,"鯉",90.779,2.1,14.5,3.2,79.1,1.1
魚貝類,"鱅",144.793,0,18.7,7.2,74.2,1.2
魚貝類,"鬍鯰",194.077,0,16.3,13.8,68.9,1
魚貝類,"斑海鯰",86.0051,0,19.17,0.46,79.56,1.1247
魚貝類,"長體油胡瓜魚",103.7925,0,15.002,4.4051,79.789,1.252
魚貝類,"香魚",146.8377,0,18.524,7.51,75.05,1.0032
魚貝類,"銀魚",69.3265,0.8935,14.343,0.896,82.731,1.1365
魚貝類,"白肉鮭魚切片",151.2298,0.2913,22.563,6.0849,69.711,1.3498
魚貝類,"紅肉鮭魚切片",157.8501,0,24.331,5.9819,69.583,1.4624
魚貝類,"大西洋鮭魚平均值(去皮)",220.6336,0,20.1954,14.9001,66.0596,1.0799
魚貝類,"大西洋鮭魚(台灣養殖)",154.92,0,23.63,5.9889,71.856,1.2248
魚貝類,"大西洋鮭魚切片(中段)",173.6711,0,20.697,9.4562,69.965,1.068
魚貝類,"大西洋鮭魚切片(尾段)",203.5478,0,20.6735,12.7796,67.7475,1.079
魚貝類,"大西洋鮭魚生魚片",221.8494,0,19.623,15.3059,67.278,1.1236
魚貝類,"大西洋鮭魚腹肉",349.1797,0,16.3535,30.9701,53.4515,0.9042
魚貝類,"麥奇鈎吻鮭(去皮)",159.8384,0,20.861,7.845,71.136,1.331
魚貝類,"麥奇鈎吻鮭(含皮)",147.163,0.4,20.1,6.8,71.3,1.4
魚貝類,"姬魚",104.4879,0,24.09,0.18,76.69,1.4377
魚貝類,"印度鐮齒魚",48.6261,0.375,10.395,0.47,87.79,0.97
魚貝類,"狗母魚(蛇鯔)",103.1055,0.14,20.83,1.57,76.12,1.34
魚貝類,"鮟鱇",67.6823,0.5815,14.876,0.4614,83.006,1.0751
魚貝類,"鯔平均值(去皮)",152.4141,0.2659,20.6176,7.1371,70.9271,1.0522
魚貝類,"鯔(2月)",137.0555,1.6031,20.403,5.536,71.41,1.0479
魚貝類,"鯔(4月)",132.5066,0.9421,20.415,5.026,72.56,1.0569
魚貝類,"鯔(8月)",223.9311,0,17.267,16.652,65.433,0.9164
魚貝類,"鯔(11月,雄魚)",129.0752,0,21.314,4.22,73.78,1.1389
魚貝類,"鯔(11月,雌魚)",140.9218,0,21.469,5.46,72.88,1.1086
魚貝類,"鯔(12月,雄魚)",137.0795,0.9479,21.055,5.23,71.62,1.1471
魚貝類,"鯔(12月,雌魚)",149.1434,0.2489,21.789,6.22,70.55,1.1921
魚貝類,"鯔切片",169.5999,0.0244,21.229,8.753,69.184,0.8096
魚貝類,"鯔(含皮)",154.851,0,20.64,7.3967,71.5567,1.102
魚貝類,"斑鰭飛魚",94.486,0.19,21.98,0.07,76.52,1.24
魚貝類,"斑鱵",90.9765,0.3121,20.63,0.32,77.66,1.0779
魚貝類,"鱷形叉尾鶴鱵",97.6895,0.15,22.35,0.25,75.85,1.4
魚貝類,"金鱗魚",84.6607,1.26,19.51,0.15,78.03,1.05
魚貝類,"鱗馬鞭魚",83.8395,0,18.512,0.5314,81.26,0.9505
魚貝類,"黃鱔",88.1099,0.9618,17.616,1.429,78.683,1.3102
魚貝類,"石狗公",80.04,0,18.28,0.22,81.06,1.1113
魚貝類,"環紋簑鮋",79.47,0,18.4,0.1,80.8,1.3
魚貝類,"深海鱗角魚",80.0463,0,17.69,0.5,80.95,1.41
魚貝類,"尖嘴鱸(去皮)",98.2869,0.1486,20.571,1.1584,76.908,1.214
魚貝類,"尖嘴鱸(含皮)",107.144,0,19.6,2.6,77.6,1
魚貝類,"日本花鱸平均值",97.9124,0.8831,19.8504,1.458,76.6742,1.1343
魚貝類,"日本花鱸(2月)",94.8013,1.9139,20.14,0.976,75.85,1.1201
